Candidate sessions: 459 (sample=False)
behavior 1/459 6713a4a7-faed-4df2-acab-ee4e63326f8d: {'eid': '6713a4a7-faed-4df2-acab-ee4e63326f8d', 'trials': 407, 'side': 'left', 'raw': 565, 'base_valid': 407, 'seconds': 0.3342280387878418}
convert 255/444 6ab9d98c-b1e9-4574-b8fe-b9eec88097e0: trials=617 neurons=1318 maxcount=17 sec=0.44
convert 256/444 37bbc17f-8dec-4fa8-97fd-e23a5c6bad1f: trials=480 neurons=1528 maxcount=19 sec=0.38
convert 257/444 0cf6d255-8f2f-463e-84fb-c54bacb79f51: trials=444 neurons=768 maxcount=13 sec=0.20
convert 258/444 c02e5155-8e8f-427e-873d-d61490bbb9c3: trials=592 neurons=863 maxcount=16 sec=0.26
convert 259/444 98e0074c-706a-40e5-bbb5-223f97585a99: trials=531 neurons=2549 maxcount=21 sec=0.75
convert 260/444 e6de6c35-1508-4471-b7c3-f12a5c7a6d39: trials=351 neurons=995 maxcount=25 sec=0.20
convert 261/444 1dbba733-24a4-4400-9436-53f1bd8428e8: trials=406 neurons=2096 maxcount=12 sec=0.43
convert 262/444 2584ce3c-db10-4076-89cb-5d313138dd38: trials=428 neurons=1040 maxcount=11 sec=0.21
convert 263/444 e6bdb1f4-b0bf-4451-8f23-4384f2102f91: trials=456 neurons=987 maxcount=14 sec=0.28
convert 264/444 66d98e6e-bcd9-4e78-8fbb-636f7e808b29: trials=379 neurons=1370 maxcount=11 sec=0.29
convert 265/444 f9860a11-24d3-452e-ab95-39e199f20a93: trials=257 neurons=1952 maxcount=17 sec=0.33
convert 266/444 f3ce3197-d534-4618-bf81-b687555d1883: trials=697 neurons=902 maxcount=8 sec=0.29
convert 267/444 6f09ba7e-e3ce-44b0-932b-c003fb44fb89: trials=411 neurons=2361 maxcount=13 sec=0.50
convert 268/444 695a6073-eae0-49e0-bb0f-e9e57a9275b9: trials=466 neurons=1892 maxcount=14 sec=0.49
convert 269/444 6fb1e12c-883b-46d1-a745-473cde3232c8: trials=317 neurons=1232 maxcount=15 sec=0.18
convert 270/444 88d24c31-52e4-49cc-9f32-6adbeb9eba87: trials=319 neurons=910 maxcount=9 sec=0.17
convert 271/444 c6db3304-c906-400c-aa0f-45dd3945b2ea: trials=529 neurons=1637 maxcount=14 sec=0.38
convert 272/444 4ecb5d24-f5cc-402c-be28-9d0f7cb14b3a: trials=342 neurons=2316 maxcount=12 sec=0.50
convert 273/444 dac3a4c1-b666-4de0-87e8-8c514483cacf: trials=394 neurons=1221 maxcount=17 sec=0.30
convert 274/444 875c1e5c-f7ec-45ac-ab82-ecfe7276a707: trials=608 neurons=1091 maxcount=13 sec=0.38
convert 275/444 81a1dca0-cc90-47c5-afe3-c277319c47c8: trials=298 neurons=1466 maxcount=12 sec=0.28
convert 276/444 493170a6-fd94-4ee4-884f-cc018c17eeb9: trials=535 neurons=1363 maxcount=13 sec=0.48
convert 277/444 360eac0c-7d2d-4cc1-9dcf-79fc7afc56e7: trials=367 neurons=1708 maxcount=10 sec=0.32
convert 278/444 d7e60cc3-6020-429e-a654-636c6cc677ea: trials=294 neurons=1323 maxcount=11 sec=0.24
convert 279/444 f4ffb731-8349-4fe4-806e-0232a84e52dd: trials=708 neurons=603 maxcount=18 sec=0.35
convert 280/444 a4747ac8-6a75-444f-b99b-696fff0243fd: trials=338 neurons=244 maxcount=20 sec=0.10
convert 281/444 c4432264-e1ae-446f-8a07-6280abade813: trials=586 neurons=1528 maxcount=15 sec=0.62
convert 282/444 9e9c6fc0-4769-4d83-9ea4-b59a1230510e: trials=610 neurons=644 maxcount=12 sec=0.24
convert 283/444 09b2c4d1-058d-4c84-9fd4-97530f85baf6: trials=421 neurons=1955 maxcount=21 sec=0.50
convert 284/444 5d6aa933-4b00-4e99-ae2d-5003657592e9: trials=640 neurons=1895 maxcount=24 sec=0.77
convert 285/444 63f3dbc1-1a5f-44e5-98dd-ce25cd2b7871: trials=322 neurons=1021 maxcount=17 sec=0.21
convert 286/444 746d1902-fa59-4cab-b0aa-013be36060d5: trials=481 neurons=2521 maxcount=18 sec=0.71
convert 287/444 5b609f9b-75cb-43d3-9c39-b5b4b7a0db67: trials=751 neurons=1962 maxcount=31 sec=0.84
convert 288/444 56bc129c-6265-407a-a208-cc16d20a6c01: trials=641 neurons=731 maxcount=19 sec=0.39
convert 289/444 1a507308-c63a-4e02-8f32-3239a07dc578: trials=379 neurons=1822 maxcount=16 sec=0.44
convert 290/444 f5591ac5-311d-4fa8-9bad-029d7be9c491: trials=533 neurons=448 maxcount=12 sec=0.17
convert 291/444 ab8a0899-a59f-42e4-8807-95b14056104b: trials=386 neurons=855 maxcount=13 sec=0.21
convert 292/444 71e03be6-b497-4991-a121-9416dcc1a6e7: trials=488 neurons=595 maxcount=12 sec=0.23
convert 293/444 d0ea3148-948d-4817-94f8-dcaf2342bbbe: trials=304 neurons=735 maxcount=12 sec=0.16
convert 294/444 4aa1d525-5c7d-4c50-a147-ec53a9014812: trials=370 neurons=1044 maxcount=18 sec=0.20
convert 295/444 9b5a1754-ac99-4d53-97d3-35c2f6638507: trials=274 neurons=876 maxcount=14 sec=0.16
convert 296/444 2c44a360-5a56-4971-8009-f469fb59de98: trials=333 neurons=1441 maxcount=16 sec=0.30
convert 297/444 3f6e25ae-c007-4dc3-aa77-450fd5705046: trials=216 neurons=841 maxcount=9 sec=0.13
convert 298/444 113c5b6c-940e-4b21-b462-789b4c2be0e5: trials=304 neurons=879 maxcount=12 sec=0.15
convert 299/444 0b7ee1b6-42db-46cd-a465-08f531366187: trials=628 neurons=514 maxcount=12 sec=0.27
convert 300/444 a4a74102-2af5-45dc-9e41-ef7f5aed88be: trials=270 neurons=1719 maxcount=13 sec=0.32
convert 301/444 72cb5550-43b4-4ef0-add5-e4adfdfb5e02: trials=370 neurons=1864 maxcount=21 sec=0.48
convert 302/444 d0c91c3c-8cbb-4929-8657-31f18bffc294: trials=627 neurons=518 maxcount=10 sec=0.22
convert 303/444 6f6d2c8e-28be-49f4-ae4d-06be2d3148c1: trials=393 neurons=1049 maxcount=14 sec=0.22
convert 304/444 88224abb-5746-431f-9c17-17d7ef806e6a: trials=355 neurons=1197 maxcount=16 sec=0.31
convert 305/444 7cec9792-b8f9-4878-be7e-f08103dc0323: trials=472 neurons=695 maxcount=14 sec=0.21
convert 306/444 0802ced5-33a3-405e-8336-b65ebc5cb07c: trials=271 neurons=1547 maxcount=16 sec=0.31
convert 307/444 239dd3c9-35f3-4462-95ee-91b822a22e6b: trials=255 neurons=1939 maxcount=31 sec=0.31
convert 308/444 9dd72e52-5393-4c08-9eca-f7dace2e59f6: trials=241 neurons=1038 maxcount=16 sec=0.18
convert 309/444 21e16736-fd59-44c7-b938-9b1333d25da8: trials=346 neurons=860 maxcount=15 sec=0.26
convert 310/444 53738f95-bd08-4d9d-9133-483fdb19e8da: trials=354 neurons=889 maxcount=19 sec=0.22
convert 311/444 d33baf74-263c-4b37-a0d0-b79dcb80a764: trials=298 neurons=2744 maxcount=15 sec=0.55
convert 312/444 259927fd-7563-4b03-bc5d-17b4d0fa7a55: trials=499 neurons=1816 maxcount=16 sec=0.58
convert 313/444 510b1a50-825d-44ce-86f6-9678f5396e02: trials=654 neurons=1068 maxcount=13 sec=0.41
convert 314/444 193fe7a8-4eb5-4f3e-815a-0c45864ddd77: trials=443 neurons=822 maxcount=12 sec=0.25
convert 315/444 ff4187b5-4176-4e39-8894-53a24b7cf36b: trials=601 neurons=2079 maxcount=11 sec=0.81
convert 316/444 465c44bd-2e67-4112-977b-36e1ac7e3f8c: trials=359 neurons=1877 maxcount=12 sec=0.40
convert 317/444 e49d8ee7-24b9-416a-9d04-9be33b655f40: trials=404 neurons=623 maxcount=10 sec=0.17
convert 318/444 ee40aece-cffd-4edb-a4b6-155f158c666a: trials=519 neurons=1934 maxcount=18 sec=0.63
convert 319/444 f8d5c8b0-b931-4151-b86c-c471e2e80e5d: trials=519 neurons=1570 maxcount=12 sec=0.52
convert 320/444 cb2ad999-a6cb-42ff-bf71-1774c57e5308: trials=679 neurons=1368 maxcount=19 sec=0.57
convert 321/444 934dd7a4-fbdc-459c-8830-04fe9033bc28: trials=536 neurons=1193 maxcount=18 sec=0.37
convert 322/444 fe1fd79f-b051-411f-a0a9-2530a02cc78d: trials=364 neurons=891 maxcount=10 sec=0.28
convert 323/444 1e45d992-c356-40e1-9be1-a506d944896f: trials=414 neurons=2769 maxcount=10 sec=0.64
convert 324/444 03063955-2523-47bd-ae57-f7489dd40f15: trials=564 neurons=1343 maxcount=13 sec=0.40
convert 325/444 768a371d-7e88-47f8-bf21-4a6a6570dd6e: trials=259 neurons=2612 maxcount=19 sec=0.45
convert 326/444 45ef6691-7b80-4a43-bd1a-85fc00851ae8: trials=428 neurons=2634 maxcount=46 sec=0.63
convert 327/444 fc14c0d6-51cf-48ba-b326-56ed5a9420c3: trials=373 neurons=1399 maxcount=24 sec=0.28
convert 328/444 7416f387-b302-4ca3-8daf-03b585a1b7ec: trials=247 neurons=1213 maxcount=18 sec=0.24
convert 329/444 1928bf72-2002-46a6-8930-728420402e01: trials=397 neurons=2375 maxcount=32 sec=0.51
convert 330/444 22e04698-b974-4805-b241-3b547dbf37bf: trials=299 neurons=2251 maxcount=24 sec=0.43
convert 331/444 7cb81727-2097-4b52-b480-c89867b5b34c: trials=325 neurons=1203 maxcount=14 sec=0.29
convert 332/444 f84045b0-ce09-4ace-9d11-5ea491620707: trials=350 neurons=1843 maxcount=17 sec=0.43
convert 333/444 239cdbb1-68e2-4eb0-91d8-ae5ae4001c7a: trials=360 neurons=2584 maxcount=21 sec=0.56
convert 334/444 75b6b132-d998-4fba-8482-961418ac957d: trials=242 neurons=1711 maxcount=42 sec=0.28
convert 335/444 032452e9-1886-449d-9c13-0f192572e19f: trials=307 neurons=406 maxcount=11 sec=0.14
convert 336/444 56b57c38-2699-4091-90a8-aba35103155e: trials=413 neurons=2220 maxcount=48 sec=0.59
convert 337/444 91796ceb-e314-4859-9a1f-092f85cc846a: trials=432 neurons=1333 maxcount=21 sec=0.39
convert 338/444 6c6983ef-7383-4989-9183-32b1a300d17a: trials=463 neurons=1931 maxcount=15 sec=0.51
convert 339/444 eebacd5a-7dcd-4ba6-9dff-ec2a4d2f19e0: trials=475 neurons=1791 maxcount=14 sec=0.55
convert 340/444 671c7ea7-6726-4fbe-adeb-f89c2c8e489b: trials=543 neurons=2027 maxcount=25 sec=0.66
convert 341/444 6bb5da8f-6858-4fdd-96d9-c34b3b841593: trials=449 neurons=313 maxcount=17 sec=0.17
convert 342/444 3638d102-e8b6-4230-8742-e548cd87a949: trials=394 neurons=860 maxcount=12 sec=0.19
convert 343/444 f1db6257-85ef-4385-b415-2d078ec75df2: trials=457 neurons=2465 maxcount=20 sec=0.82
convert 344/444 d3a2b25e-46d3-4f0b-ade6-4e32255f4c35: trials=687 neurons=2177 maxcount=28 sec=0.90
convert 345/444 9545aa05-3945-4054-a5c3-a259f7209d61: trials=286 neurons=2602 maxcount=19 sec=0.48
convert 346/444 1425bd6f-c625-4f6a-b237-dc5bcfc42c87: trials=632 neurons=1093 maxcount=14 sec=0.41
convert 347/444 e6043c7d-8f6e-4b66-8309-2ec0abac0f79: trials=677 neurons=758 maxcount=12 sec=0.29
convert 348/444 9b528ad0-4599-4a55-9148-96cc1d93fb24: trials=449 neurons=603 maxcount=14 sec=0.22
convert 349/444 b887df2c-bb9c-44c9-a9c0-538da87b2cab: trials=373 neurons=1124 maxcount=14 sec=0.34
convert 350/444 63c70ae8-4dfb-418b-b21b-f0b1e5fba6c9: trials=727 neurons=1425 maxcount=12 sec=0.61
convert 351/444 3e6a97d3-3991-49e2-b346-6948cb4580fb: trials=422 neurons=1902 maxcount=29 sec=0.42
convert 352/444 eacc49a9-f3a1-49f1-b87f-0972f90ee837: trials=657 neurons=2622 maxcount=21 sec=0.99
convert 353/444 5b49aca6-a6f4-4075-931a-617ad64c219c: trials=584 neurons=736 maxcount=28 sec=0.24
convert 354/444 d901aff5-2250-467a-b4a1-0cb9729df9e2: trials=358 neurons=1555 maxcount=18 sec=0.36
convert 355/444 27ef44c0-acb2-4220-b776-477d0d5abd35: trials=466 neurons=1273 maxcount=13 sec=0.36
convert 356/444 1ca83b26-30fc-4350-a616-c38b7d00d240: trials=434 neurons=668 maxcount=11 sec=0.26
convert 357/444 e0928e11-2b86-4387-a203-80c77fab5d52: trials=320 neurons=1048 maxcount=14 sec=0.23
convert 358/444 3bcb81b4-d9ca-4fc9-a1cd-353a966239ca: trials=384 neurons=1696 maxcount=19 sec=0.40
convert 359/444 7cc74598-9c1b-436b-84fa-0bf89f31adf6: trials=312 neurons=2746 maxcount=13 sec=0.44
convert 360/444 2d9bfc10-59fb-424a-b699-7c42f86c7871: trials=466 neurons=1208 maxcount=10 sec=0.26
convert 361/444 f4eb56a4-8bf8-4bbc-a8f3-6e6535134bad: trials=306 neurons=2212 maxcount=20 sec=0.34
convert 362/444 6c6b0d06-6039-4525-a74b-58cfaa1d3a60: trials=663 neurons=1563 maxcount=18 sec=0.62
convert 363/444 195443eb-08e9-4a18-a7e1-d105b2ce1429: trials=618 neurons=358 maxcount=18 sec=0.18
convert 364/444 0f77ca5d-73c2-45bd-aa4c-4c5ed275dbde: trials=618 neurons=1807 maxcount=19 sec=0.62
convert 365/444 ae8787b1-4229-4d56-b0c2-566b61a25b77: trials=548 neurons=1739 maxcount=11 sec=0.46
convert 366/444 5c0c560e-9e1f-45e9-b66e-e4ee7855be84: trials=843 neurons=2962 maxcount=14 sec=1.45
convert 367/444 28338153-4113-485b-835b-91cb96d984f2: trials=710 neurons=1035 maxcount=13 sec=0.37
convert 368/444 29a6def1-fc5c-4eea-ac48-47e9b053dcb5: trials=633 neurons=1274 maxcount=18 sec=0.42
convert 369/444 f56194bc-8215-4ae8-bc6a-89781ad8e050: trials=490 neurons=1899 maxcount=13 sec=0.48
convert 370/444 c958919c-2e75-435d-845d-5b62190b520e: trials=561 neurons=1487 maxcount=12 sec=0.40
convert 371/444 4e560423-5caf-4cda-8511-d1ab4cd2bf7d: trials=442 neurons=167 maxcount=9 sec=0.11
convert 372/444 e6594a5b-552c-421a-b376-1a1baa9dc4fd: trials=248 neurons=1213 maxcount=12 sec=0.16
convert 373/444 de905562-31c6-4c31-9ece-3ee87b97eab4: trials=314 neurons=326 maxcount=9 sec=0.10
convert 374/444 d85c454e-8737-4cba-b6ad-b2339429d99b: trials=325 neurons=135 maxcount=8 sec=0.08
convert 375/444 3a3ea015-b5f4-4e8b-b189-9364d1fc7435: trials=262 neurons=151 maxcount=23 sec=0.07
convert 376/444 642c97ea-fe89-4ec9-8629-5e492ea4019d: trials=335 neurons=2130 maxcount=12 sec=0.38
convert 377/444 caa5dddc-9290-4e27-9f5e-575ba3598614: trials=280 neurons=1359 maxcount=27 sec=0.26
convert 378/444 5139ce2c-7d52-44bf-8129-692d61dd6403: trials=656 neurons=1900 maxcount=13 sec=0.65
convert 379/444 49368f16-de69-4647-9a7a-761e94517821: trials=398 neurons=765 maxcount=8 sec=0.21
convert 380/444 dcceebe5-4589-44df-a1c1-9fa33e779727: trials=505 neurons=214 maxcount=10 sec=0.14
convert 381/444 b10ed1ba-2099-42c4-bee3-d053eb594f09: trials=625 neurons=1389 maxcount=16 sec=0.46
convert 382/444 cae5cd75-55e5-4277-8db3-cf4d6c5ff918: trials=258 neurons=1044 maxcount=11 sec=0.17
convert 383/444 4ef13091-1bc8-4f32-9619-107bdf48540c: trials=624 neurons=883 maxcount=17 sec=0.37
convert 384/444 25f77e81-c1af-46ab-8686-73ac3d67c4a7: trials=505 neurons=1213 maxcount=12 sec=0.30
convert 385/444 4ddb8a95-788b-48d0-8a0a-66c7c796da96: trials=553 neurons=1453 maxcount=13 sec=0.44
convert 386/444 65f5c9b4-4440-48b9-b914-c593a5184a18: trials=359 neurons=1186 maxcount=16 sec=0.24
convert 387/444 037d75ca-c90a-43f2-aca6-e86611916779: trials=631 neurons=1321 maxcount=22 sec=0.47
convert 388/444 e12fbe11-8a6b-4bf6-a955-e5f6cec31ef1: trials=698 neurons=1405 maxcount=30 sec=0.65
convert 389/444 a7763417-e0d6-4f2a-aa55-e382fd9b5fb8: trials=660 neurons=2520 maxcount=18 sec=0.94
convert 390/444 5285c561-80da-4563-8694-739da92e5dd0: trials=351 neurons=2055 maxcount=22 sec=0.47
convert 391/444 ff96bfe1-d925-4553-94b5-bf8297adf259: trials=265 neurons=2277 maxcount=20 sec=0.40
convert 392/444 a9138924-4395-4981-83d1-530f6ff7c8fc: trials=372 neurons=2414 maxcount=20 sec=0.54
convert 393/444 8c2f7f4d-7346-42a4-a715-4d37a5208535: trials=244 neurons=658 maxcount=18 sec=0.17
convert 394/444 09394481-8dd2-4d5c-9327-f2753ede92d7: trials=435 neurons=2461 maxcount=15 sec=0.67
convert 395/444 dc21e80d-97d7-44ca-a729-a8e3f9b14305: trials=505 neurons=728 maxcount=13 sec=0.28
convert 396/444 25d1920e-a2af-4b6c-9f2e-fc6c65576544: trials=217 neurons=1583 maxcount=14 sec=0.32
convert 397/444 91e04f86-89df-4dec-a8f8-fa915c9a5f1a: trials=352 neurons=984 maxcount=18 sec=0.25
convert 398/444 952870e5-f2a7-4518-9e6d-71585460f6fe: trials=722 neurons=1744 maxcount=11 sec=0.74
convert 399/444 f304211a-81b1-446f-a435-25e589fe3a5a: trials=679 neurons=1257 maxcount=12 sec=0.45
convert 400/444 73918ae1-e4fd-4c18-b132-00cb555b1ad2: trials=467 neurons=1388 maxcount=13 sec=0.37
convert 401/444 d2832a38-27f6-452d-91d6-af72d794136c: trials=513 neurons=700 maxcount=17 sec=0.26
convert 402/444 0cc486c3-8c7b-494d-aa04-b70e2690bcba: trials=444 neurons=1495 maxcount=11 sec=0.38
convert 403/444 e9fc0a2d-c69d-44d1-9fa3-314782387cae: trials=232 neurons=633 maxcount=11 sec=0.16
convert 404/444 72028382-a869-4745-bacf-cb8789e16953: trials=765 neurons=876 maxcount=11 sec=0.41
convert 405/444 af55d16f-0e31-4073-bdb5-26da54914aa2: trials=814 neurons=930 maxcount=23 sec=0.49
convert 406/444 821f1883-27f3-411d-afd3-fb8241bbc39a: trials=472 neurons=1040 maxcount=14 sec=0.28
convert 407/444 69a0e953-a643-4f0e-bb26-dc65af3ea7d7: trials=448 neurons=310 maxcount=11 sec=0.18
convert 408/444 86b6ba67-c1db-4333-add0-f8105ea6e363: trials=457 neurons=1301 maxcount=16 sec=0.44
convert 409/444 58b1e920-cfc8-467e-b28b-7654a55d0977: trials=565 neurons=549 maxcount=13 sec=0.24
convert 410/444 08102cfc-a040-4bcf-b63c-faa0f4914a6f: trials=125 neurons=672 maxcount=10 sec=0.11
convert 411/444 3e7ae7c0-fe8b-487c-9354-036236fa1010: trials=402 neurons=519 maxcount=16 sec=0.20
convert 412/444 5b44c40f-80f4-44fb-abfb-c7f19e27a6ca: trials=418 neurons=1927 maxcount=15 sec=0.49
convert 413/444 7f6b86f9-879a-4ea2-8531-294a221af5d0: trials=626 neurons=2136 maxcount=25 sec=0.77
convert 414/444 5adab0b7-dfd0-467d-b09d-43cb7ca5d59c: trials=426 neurons=2013 maxcount=16 sec=0.50
convert 415/444 49e0ab27-827a-4c91-bcaa-97eea27a1b8d: trials=574 neurons=1689 maxcount=13 sec=0.52
convert 416/444 edd22318-216c-44ff-bc24-49ce8be78374: trials=511 neurons=1513 maxcount=14 sec=0.44
convert 417/444 8db36de1-8f17-4446-b527-b5d91909b45a: trials=823 neurons=1611 maxcount=9 sec=0.65
convert 418/444 1eac875c-feaa-4a30-b148-059b954b11d8: trials=612 neurons=986 maxcount=28 sec=0.47
convert 419/444 41431f53-69fd-4e3b-80ce-ea62e03bf9c7: trials=308 neurons=2564 maxcount=17 sec=0.51
convert 420/444 a66f1593-dafd-4982-9b66-f9554b6c86b5: trials=392 neurons=1846 maxcount=22 sec=0.49
convert 421/444 a82800ce-f4e3-4464-9b80-4c3d6fade333: trials=455 neurons=1576 maxcount=11 sec=0.47
convert 422/444 6a601cc5-7b79-4c75-b0e8-552246532f82: trials=389 neurons=2055 maxcount=22 sec=0.53
convert 423/444 90e74228-fd1a-482f-bd56-05dbad132861: trials=659 neurons=685 maxcount=12 sec=0.36
convert 424/444 8207abc6-6b23-4762-92b4-82e05bed5143: trials=496 neurons=2522 maxcount=12 sec=0.82
convert 425/444 20c112a1-8a42-44e0-a4cd-e5b932f7bda9: trials=439 neurons=2793 maxcount=21 sec=0.72
convert 426/444 549caacc-3bd7-40f1-913d-e94141816547: trials=232 neurons=2736 maxcount=19 sec=0.38
convert 427/444 6274dda8-3a59-4aa1-95f8-a8a549c46a26: trials=586 neurons=3011 maxcount=12 sec=0.95
convert 428/444 90c61c38-b9fd-4cc3-9795-29160d2f8e55: trials=651 neurons=1532 maxcount=20 sec=0.41
convert 429/444 ff48aa1d-ef30-4903-ac34-8c41b738c1b9: trials=733 neurons=1400 maxcount=13 sec=0.51
convert 430/444 280ee768-f7b8-4c6c-9ea0-48ca75d6b6f3: trials=730 neurons=1393 maxcount=15 sec=0.52
convert 431/444 c557324b-b95d-414c-888f-6ee1329a2329: trials=855 neurons=2091 maxcount=15 sec=1.07
convert 432/444 5d01d14e-aced-4465-8f8e-9a1c674f62ec: trials=257 neurons=2227 maxcount=11 sec=0.41
convert 433/444 e56541a5-a6d5-4750-b1fe-f6b5257bfe7c: trials=346 neurons=2199 maxcount=14 sec=0.47
convert 434/444 81a78eac-9d36-4f90-a73a-7eb3ad7f770b: trials=919 neurons=2148 maxcount=14 sec=1.03
convert 435/444 626126d5-eecf-4e9b-900e-ec29a17ece07: trials=662 neurons=1969 maxcount=12 sec=0.63
convert 436/444 b69b86be-af7d-4ecf-8cbf-0cd356afa1bd: trials=198 neurons=1934 maxcount=18 sec=0.31
convert 437/444 15763234-d21e-491f-a01b-1238eb96d389: trials=566 neurons=910 maxcount=12 sec=0.33
convert 438/444 e349a2e7-50a3-47ca-bc45-20d1899854ec: trials=882 neurons=2377 maxcount=49 sec=1.09
convert 439/444 1ec23a70-b94b-4e9c-a0df-8c2151da3761: trials=1085 neurons=2828 maxcount=58 sec=1.52
convert 440/444 fcd49e34-f07b-441c-b2ac-cb8c462ec5ac: trials=1201 neurons=3140 maxcount=15 sec=1.69
convert 441/444 5522ac4b-0e41-4c53-836a-aaa17e82b9eb: trials=1054 neurons=1715 maxcount=19 sec=1.03
convert 442/444 993c7024-0abc-4028-ad30-d397ad55b084: trials=1033 neurons=2146 maxcount=15 sec=1.17
convert 443/444 fece187f-b47f-4870-a1d6-619afe942a7d: trials=1445 neurons=2129 maxcount=23 sec=1.69
convert 444/444 c7bd79c9-c47e-4ea5-aea3-74dda991b48e: trials=1093 neurons=1956 maxcount=13 sec=0.97
Saved /app/converted_data.pkl: sessions=444 subjects=136 trials=188925 summed_session_neurons=599865 regions=281 elapsed=318.69s
choice counts Counter({1: 95952, 0: 92973})
prior counts Counter({2: 83500, 0: 78864, 1: 26561})
wheel bins Counter({1: 6297500, 0: 6297500, 2: 6297500})
whisker bins Counter({1: 6297501, 2: 6297500, 0: 6297499})
